Title,Company Name,Experience (yrs),Location,Salary,Job Description,Skills,Date Posted
Java Full Stack Developer,virtusa consulting services pvt. ltd.,8 - 11,"Bengaluru / Bangalore,  null",,"Java Full Stack Developer - CREQ190150DescriptionEssential Skills:Solid work experience in JavaScript ,  TypeScript ,  NodeJsGood Understanding  & amp; work experience in HTML","javascript  ,   typescript   ,   nodejs   ,   html  /  css   ,   angular    ,   spring framework   ,  docker  ,  devops  ,  j2ee  ,  github  ,  maven  ,  problem solving  ,  splunk",Posted a month ago
UI Development Lead,virtusa consulting services pvt. ltd.,5 - 8,"Bengaluru / Bangalore,  null",,"UI Development Lead - CREQ186454DescriptionFront End DeveloperParticipation in all stages of the software development life cycle ,  from initial concept ,  gathering requireme","ui development   ,   angular   ,   azure cloud   ,   javascript   ,   html  /  css   ,  sql  ,  git  ,  debugging  ,  software documentation  ,  cloud services  ,  management systems",Posted a month ago
Senior Software Developer,novalnet e-solutions pvt ltd,3 - 5,Chennai,,"Job DescriptionWe are looking for a creative ,  proactive ,  passionate and committed Full-stack Software developer to expand our professional ,  dynamic and experienced team","css  ,  wordpress  ,  html5  ,  symfony  ,  jquery  ,  database  ,  senior software developer  ,  oops  ,  zend  ,  mysql  ,  mvc  ,  magento  ,  joomla  ,  team player  ,  javascript  ,  node.js  ,  drupal  ,  php  ,  smarty  ,  software developer",Posted a month ago
Senior Software Engineer - Full Stack,Moody's Corporation,9 - 12,,,"Experience Level: Experienced HireCategories: Engineering  & amp; TechnologyLocation ( s ) : Tower -11 ,   ( IT / ITES )  SEZ of M / s Gurugram Infospace Ltd ,  Vill. Dundaher","problem solving   ,   analytical skills   ,   object oriented design   ,   service oriented architecture   ,   aws features   ,  css  ,  soa  ,  senior software engineer  ,  spring  ,  java  ,  html  ,  mysql  ,  oracle  ,  sybase  ,  maven  ,  javascript  ,  web technologies  ,  angularjs  ,  hibernate  ,  docker  ,  postgresql  ,  junit",Posted a month ago
Tech Lead,virtusa consulting services pvt. ltd.,8 - 11,,,"Tech Lead - CREQ190339DescriptionJD** Responsibilities**Frontend DevelopmentDeveloping interactive and responsive user interfaces using HTML ,  CSS ,  Vue. JS and JavaScript ,","web development   ,   python programming   ,   frontend frameworks   ,   backend frameworks   ,   database management   ,  css  ,  security  ,  git  ,  postgresql  ,  devops  ,  debugging  ,  html  ,  mysql  ,  mongodb  ,  javascript  ,  production support  ,  django",Posted a month ago
React JS with next js,virtusa consulting services pvt. ltd.,1 - 6,"Bengaluru / Bangalore,  null",,React JS with Next JS - CREQ183504DescriptionGood understanding of advanced JavaScript libraries and frameworks ReactJS or Vue JS and Node JSDeveloping new user-facing feature,"react js   ,   next js   ,   node js   ,   express js   ,   restful apis   ,  html5  ,  ajax  ,  jquery  ,  react.js  ,  git  ,  json  ,  debugging  ,  oracle  ,  svn  ,  problem solving  ,  javascript",Posted a month ago
.net Full Stack Engineer,virtusa consulting services pvt. ltd.,2 - 8,"Bengaluru / Bangalore,  null",,".net Full Stack Engineer - CREQ186137Participation in all stages of the software development life cycle ,  from initial concept ,  gathering requirements ,  to design ,  devel","**   full stack development    ,   software documentation    ,   ui  /  ux design    ,   distributed processes    ,   api development  **  ,  css  ,  scala  ,  sql  ,  debugging  ,  mongodb  ,  c#  ,  python  ,  microsoft azure  ,  javascript  ,  nosql  ,  .net  ,  management systems",Posted a month ago
Google Analytics Implementation Developer,virtusa consulting services pvt. ltd.,3 - 8,,,Google Analytics Implementation Developer - CREQ188267Descriptionfor Google Analytics 4 Developer:Implement and configure Google Analytics 4 tracking code on Standard and Cust,"google analytics   ,   web analytics   ,   javascript   ,   html   ,   data analysis   ,  css  ,  information technology  ,  wordpress  ,  aem  ,  jquery  ,  technical skills  ,  drupal",Posted a month ago
Google Analytics Implementation Developer,virtusa consulting services pvt. ltd.,3 - 8,,,** Google Analytics Implementation Developer - CREQ188284**Descriptionfor Google Analytics 4 Developer:Implement and configure Google Analytics 4 tracking code on Standard and,"google analytics   ,   web analytics   ,   javascript   ,   google tag manager   ,   data analysis   ,  css  ,  information technology  ,  wordpress  ,  aem  ,  jquery  ,  html  ,  technical skills  ,  drupal",Posted a month ago
Consultant,virtusa consulting services pvt. ltd.,3 - 5,Sri Lanka,,"#  Consultant - CREQ190308## Description- Extensive UI development skills  ( 3-5 years ) - Significant experience with REACT JS ,  Java Script ,  Bootstrap ,  HTML  & amp; CSS","ui development   ,   react js   ,   restful services   ,   version control   ,   node js   ,  algorithms  ,  css  ,  bi  ,  bootstrap  ,  jquery  ,  sql  ,  java  ,  git  ,  debugging  ,  html  ,  software engineering  ,  data structures  ,  api  ,  javascript  ,  consultant  ,  .net",Posted a month ago
React JS with SEO,virtusa consulting services pvt. ltd.,10 - 13,"Gurgaon,  null",,##  React JS with SEO - CREQ189578### Description- Good understanding of advanced JavaScript libraries and frameworks ReactJS or Vue JS and Node JS- Developing new user-facing,"**  react foundation   ,   javascript proficiency   ,   seo knowledge   ,   dom manipulation   ,   business requirement translation **  ,  html5  ,  ajax  ,  jquery  ,  react.js  ,  git  ,  json  ,  debugging  ,  oracle  ,  svn  ,  problem solving",Posted a month ago
Java Full Stack Developer,virtusa consulting services pvt. ltd.,8 - 11,"Bengaluru / Bangalore,  null",,"Java Full Stack Developer - CREQ190167DescriptionEssential Skills:Solid work experience in JavaScript ,  TypeScript ,  NodeJsGood Understanding  & amp; work experience in HTML","javascript  ,   typescript   ,   nodejs   ,   html  /  css   ,   angular    ,   spring framework   ,  docker  ,  devops  ,  j2ee  ,  github  ,  maven  ,  problem solving  ,  splunk",Posted a month ago
Java Full Stack Developer,virtusa consulting services pvt. ltd.,6 - 9,"Bengaluru / Bangalore,  null",,"# Job Title: Java Full Stack Developer - CREQ190027## Description### Essential Skills:- Solid work experience in JavaScript ,  TypeScript ,  NodeJs- Good Understanding  & amp;","javascript   ,   typescript   ,   nodejs   ,   html  /  css   ,   spring framework   ,  docker  ,  devops  ,  j2ee  ,  github  ,  maven  ,  problem solving  ,  splunk",Posted a month ago
Java Full Stack Developer,virtusa consulting services pvt. ltd.,5 - 8,"Bengaluru / Bangalore,  null",,"#  ## Java Full Stack Developer - CREQ190165 ### Description **Essential Skills:** - Solid work experience in JavaScript ,  TypeScript ,  NodeJs- Good Understanding  & amp; wo","javascript  ,   typescript   ,   nodejs   ,   html  /  css   ,   angular    ,   spring framework   ,  docker  ,  devops  ,  j2ee  ,  github  ,  maven  ,  problem solving  ,  splunk",Posted a month ago
Java Full Stack Developer,virtusa consulting services pvt. ltd.,5 - 8,"Bengaluru / Bangalore,  null",,": Java Full Stack Developer - CREQ190044DescriptionEssential Skills:Solid work experience in JavaScript ,  TypeScript ,  NodeJsGood Understanding  & amp; work experience in HT","javascript  ,   typescript   ,   nodejs   ,   core java  ,   jee   ,   restful web services   ,   spring framework   ,  css  ,  docker  ,  devops  ,  j2ee  ,  html  ,  github  ,  maven  ,  problem solving  ,  splunk",Posted a month ago
Java Full Stack Developer,virtusa consulting services pvt. ltd.,5 - 8,"Bengaluru / Bangalore,  null",,"#  Java Full Stack Developer - CREQ190155## Description### Essential Skills: - Solid work experience in JavaScript ,  TypeScript ,  NodeJs- Good Understanding  & amp; work exp","javascript   ,   typescript   ,   spring framework   ,   microservices architecture   ,   agile process   ,  css  ,  docker  ,  devops  ,  j2ee  ,  html  ,  github  ,  maven  ,  problem solving  ,  splunk",Posted a month ago
Java Full Stack Developer,virtusa consulting services pvt. ltd.,7 - 10,"Bengaluru / Bangalore,  null",,"# Java Full Stack Developer - CREQ190156## Description### Essential Skills: - Solid work experience in JavaScript ,  TypeScript ,  NodeJs- Good Understanding  & amp; work expe","javascript  ,   typescript   ,   html  /  css   ,   angular    ,   core java  ,   jee   ,   microservices  ,   springboot   ,  docker  ,  devops  ,  j2ee  ,  github  ,  maven  ,  problem solving  ,  spring framework  ,  splunk",Posted a month ago
Python FSD,virtusa consulting services pvt. ltd.,3 - 6,,,"###  Python FSD - CREQ189930#### Description:#####  Responsibilities- **Frontend Development**:  - Developing interactive and responsive user interfaces using HTML ,  CSS ,  V","web development   ,   python programming   ,   frontend frameworks   ,   backend frameworks   ,   itil operations   ,  css  ,  database management  ,  security  ,  git  ,  postgresql  ,  devops  ,  debugging  ,  html  ,  mysql  ,  mongodb  ,  javascript  ,  production support  ,  django",Posted a month ago
Senior Software Engineer,Moody's Corporation,9 - 12,Bengaluru / Bangalore,,"Experience Level: Experienced HireCategories: Engineering  & amp; TechnologyLocation ( s ) :Quay Building 8th Floor ,  Bagmane Tech Park ,  Bengaluru ,  INAt Moody's ,  we uni","software development   ,   problem solving   ,   analytical thinking   ,   service oriented architecture   ,   java development   ,  css  ,  soa  ,  senior software engineer  ,  spring  ,  html  ,  mysql  ,  oracle  ,  sybase  ,  maven  ,  javascript  ,  web technologies  ,  angularjs  ,  hibernate  ,  docker  ,  postgresql  ,  junit",Posted a month ago
Python FSD,virtusa consulting services pvt. ltd.,5 - 8,,,"#  Python FSD - CREQ190346## Description###  Responsibilities- **Frontend Development**  - Developing interactive and responsive user interfaces using HTML ,  CSS ,  Vue. JS a","web development   ,   python programming   ,   frontend frameworks   ,   backend frameworks   ,   devops environment   ,  css  ,  database management  ,  security  ,  git  ,  postgresql  ,  debugging  ,  html  ,  mysql  ,  mongodb  ,  javascript  ,  production support  ,  django",Posted a month ago
Software Engineer - Frontend,Informatica,1 - 3,"Bengaluru / Bangalore,  null",,"# - **Job Number:** 37193- **Primary Location:** Bangalore ,  Karnataka ,  IN- **Experience Level:** Entry Level- **Travel Requirement:** Up to 25 PERCENT ## Build Your Career","html  ,   css  ,   javascript  ,   reactjs  ,   jquery   ,  html5  ,  software engineer  ,  web development  ,  node.js  ,  entry level",Posted a month ago
Software Engineer-Full Stack,Informatica,1 - 3,"Bengaluru / Bangalore,  null",,"# - **Job Number:** 37194- **Primary Location:** Bangalore ,  Karnataka IN- **Experience Level:** Entry Level- **Travel Requirement:** Up to 25 PERCENT ## Build Your Career at","java development   ,   web development technologies   ,   frontend design   ,   backend development   ,   cloud technologies   ,  css  ,  html5  ,  user interaction  ,  ajax  ,  xml  ,  j2ee  ,  mysql  ,  javascript  ,  spring framework  ,  node.js  ,  soap  ,  jquery  ,  docker  ,  database  ,  postgresql  ,  json  ,  software engineer  ,  cloud computing  ,  rest  ,  entry level",Posted a month ago
